jud,win,loss,1052-1,1052-2,judfile,1052-1-1,1052-1-2,1052-1-3,1052-1-4,1052-1-5,1052-1-6,1052-1-7,1052-1-8,1052-1-9,1052-1-10,1052-2-A,1052-2-B,1052-2-C,1052-2-D,1052-2-E,1052-2-F,1052-2-G
臺灣嘉義地方法院 99 年度 婚 字第 357 號民事判決,1,0,1,1,jud100,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣嘉義地方法院 99 年度 婚 字第 360 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣嘉義地方法院 99 年度 婚 字第 361 號民事判決,1,0,0,1,jud100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣嘉義地方法院 99 年度 婚 字第 364 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣嘉義地方法院 99 年度 婚 字第 378 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣嘉義地方法院 99 年度 婚 字第 379 號民事判決,1,0,1,1,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣嘉義地方法院 99 年度 婚 字第 380 號民事判決,1,0,0,1,jud100,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
臺灣嘉義地方法院 99 年度 婚 字第 388 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣嘉義地方法院 99 年度 婚 字第 389 號民事判決,0,1,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣嘉義地方法院 99 年度 婚 字第 390 號民事判決,1,0,1,1,jud100,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
臺灣嘉義地方法院 99 年度 婚 字第 391 號民事判決,1,0,1,1,jud100,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
臺灣嘉義地方法院 99 年度 婚 字第 392 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣嘉義地方法院 99 年度 婚 字第 393 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣嘉義地方法院 99 年度 婚 字第 394 號民事判決,1,0,1,1,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣嘉義地方法院 99 年度 婚 字第 70 號民事判決,1,0,1,1,jud100,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
臺灣嘉義地方法院 99 年度 婚 字第 99 號民事判決,1,0,1,1,jud100,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
臺灣基隆地方法院 100 年度 婚 字第 100 號民事判決,1,0,0,1,jud100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣基隆地方法院 100 年度 婚 字第 104 號民事判決,1,0,1,1,jud100,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
臺灣基隆地方法院 100 年度 婚 字第 107 號民事判決,1,0,1,1,jud100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 100 年度 婚 字第 108 號民事判決,1,0,1,0,jud100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 100 年度 婚 字第 114 號民事判決,1,0,1,0,jud100,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
臺灣基隆地方法院 100 年度 婚 字第 122 號民事判決,1,0,0,1,jud100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣基隆地方法院 100 年度 婚 字第 136 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 100 年度 婚 字第 149 號民事判決,1,0,0,1,jud100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 100 年度 婚 字第 17 號民事判決,1,0,0,1,jud100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 100 年度 婚 字第 198 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 100 年度 婚 字第 22 號民事判決,0,1,1,0,jud100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 100 年度 婚 字第 24 號民事判決,1,0,1,1,jud100,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
臺灣基隆地方法院 100 年度 婚 字第 28 號民事判決,1,0,0,1,jud100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 100 年度 婚 字第 4 號民事判決,1,0,0,1,jud100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 100 年度 婚 字第 41 號民事判決,1,0,0,1,jud100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 100 年度 婚 字第 44 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 100 年度 婚 字第 52 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 100 年度 婚 字第 56 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 100 年度 婚 字第 63 號民事判決,1,0,0,1,jud100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣基隆地方法院 100 年度 婚 字第 66 號民事判決,1,0,0,1,jud100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 100 年度 婚 字第 68 號民事判決,1,0,1,1,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 100 年度 婚 字第 72 號民事判決,1,0,0,1,jud100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣基隆地方法院 100 年度 婚 字第 8 號民事判決,1,0,1,1,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 100 年度 婚 字第 80 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 100 年度 婚 字第 90 號民事判決,1,0,1,0,jud100,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 100 年度 婚 字第 93 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 98 年度 婚 字第 118 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 98 年度 婚 字第 206 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 99 年度 婚 字第 121 號民事判決,1,0,0,1,jud100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 99 年度 婚 字第 123 號民事判決,1,0,0,1,jud100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 99 年度 婚 字第 128 號民事判決,1,0,1,1,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 99 年度 婚 字第 135 號民事判決,1,0,1,1,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 99 年度 婚 字第 148 號民事判決,1,0,1,1,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 99 年度 婚 字第 152 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 99 年度 婚 字第 153 號民事判決,1,0,1,1,jud100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
臺灣基隆地方法院 99 年度 婚 字第 158 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 99 年度 婚 字第 174 號民事判決,1,0,0,1,jud100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣基隆地方法院 99 年度 婚 字第 175 號民事判決,1,0,1,0,jud100,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 99 年度 婚 字第 177 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 99 年度 婚 字第 178 號民事判決,1,0,1,1,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 99 年度 婚 字第 182 號民事判決,1,0,1,1,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 99 年度 婚 字第 187 號民事判決,1,0,0,1,jud100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣基隆地方法院 99 年度 婚 字第 195 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 99 年度 婚 字第 197 號民事判決,1,0,0,1,jud100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 99 年度 婚 字第 213 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 99 年度 婚 字第 214 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 99 年度 婚 字第 220 號民事判決,1,0,1,1,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 99 年度 婚 字第 230 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 99 年度 婚 字第 231 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 99 年度 婚 字第 238 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 99 年度 婚 字第 239 號民事判決,1,0,0,1,jud100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 99 年度 婚 字第 241 號民事判決,1,0,1,1,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 99 年度 婚 字第 243 號民事判決,1,0,0,1,jud100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 99 年度 婚 字第 245 號民事判決,1,0,1,1,jud100,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣基隆地方法院 99 年度 婚 字第 248 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 99 年度 婚 字第 249 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 99 年度 婚 字第 255 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 99 年度 婚 字第 256 號民事判決,1,0,1,1,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
臺灣基隆地方法院 99 年度 婚 字第 260 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 99 年度 婚 字第 264 號民事判決,1,0,1,1,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 99 年度 婚 字第 266 號民事判決,1,0,0,1,jud100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 99 年度 婚 字第 5 號民事判決,1,0,0,1,jud100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣基隆地方法院 99 年度 婚 字第 67 號民事判決,1,0,1,1,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣基隆地方法院 99 年度 婚 字第 86 號民事判決,1,0,0,1,jud100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣基隆地方法院 99 年度 婚 字第 99 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 100 年度 婚 字第 100 號民事判決,1,0,1,1,jud100,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣士林地方法院 100 年度 婚 字第 106 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 100 年度 婚 字第 109 號民事判決,0,1,1,1,jud100,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣士林地方法院 100 年度 婚 字第 113 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 100 年度 婚 字第 117 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 100 年度 婚 字第 130 號民事判決,1,0,1,1,jud100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 100 年度 婚 字第 132 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 100 年度 婚 字第 14 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 100 年度 婚 字第 147 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 100 年度 婚 字第 149 號民事判決,0,1,1,1,jud100,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
臺灣士林地方法院 100 年度 婚 字第 156 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 100 年度 婚 字第 171 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 100 年度 婚 字第 172 號民事判決,1,0,1,1,jud100,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
臺灣士林地方法院 100 年度 婚 字第 19 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 100 年度 婚 字第 197 號民事判決,0,1,0,1,jud100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 100 年度 婚 字第 2 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 100 年度 婚 字第 205 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 100 年度 婚 字第 208 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 100 年度 婚 字第 22 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 100 年度 婚 字第 220 號民事判決,1,0,1,0,jud100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
臺灣士林地方法院 100 年度 婚 字第 223 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 100 年度 婚 字第 252 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 100 年度 婚 字第 28 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 100 年度 婚 字第 29 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 100 年度 婚 字第 30 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 100 年度 婚 字第 40 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 100 年度 婚 字第 47 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 100 年度 婚 字第 53 號民事判決,1,0,1,0,jud100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 100 年度 婚 字第 55 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 100 年度 婚 字第 57 號民事判決,1,0,1,1,jud100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣士林地方法院 100 年度 婚 字第 64 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 100 年度 婚 字第 66 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 100 年度 婚 字第 67 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 100 年度 婚 字第 76 號民事判決,1,0,0,1,jud100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣士林地方法院 100 年度 婚 字第 77 號民事判決,1,0,1,0,jud100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 100 年度 婚 字第 79 號民事判決,1,0,0,1,jud100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣士林地方法院 100 年度 婚 字第 80 號民事判決,1,0,1,1,jud100,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣士林地方法院 100 年度 婚 字第 99 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 98 年度 婚 字第 255 號民事判決,1,0,0,1,jud100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣士林地方法院 98 年度 婚 字第 277 號民事判決,1,0,1,1,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 98 年度 婚 字第 292 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 98 年度 婚 字第 350 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 98 年度 婚 字第 371 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 127 號民事判決,1,0,0,1,jud100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 142 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 150 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 154 號民事判決,0,1,0,1,jud100,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
臺灣士林地方法院 99 年度 婚 字第 159 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 178 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 183 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 185 號民事判決,1,0,0,1,jud100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 19 號民事判決,0,1,1,1,jud100,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 192 號民事判決,1,0,1,1,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
臺灣士林地方法院 99 年度 婚 字第 195 號民事判決,1,0,1,1,jud100,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 196 號民事判決,1,0,0,1,jud100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 198 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 203 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 206 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 207 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 209 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 213 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 221 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 226 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 228 號民事判決,1,0,1,1,jud100,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 229 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 233 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 238 號民事判決,1,0,1,1,jud100,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 249 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 250 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 254 號民事判決,1,0,1,1,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 267 號民事判決,1,0,1,1,jud100,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 268 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 275 號民事判決,1,0,1,1,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 280 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 302 號民事判決,1,0,1,1,jud100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 303 號民事判決,1,0,1,1,jud100,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 304 號民事判決,1,0,0,1,jud100,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 326 號民事判決,0,1,1,1,jud100,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 328 號民事判決,1,0,1,1,jud100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 332 號民事判決,0,1,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 334 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 335 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 344 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 348 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 357 號民事判決,1,0,1,1,jud100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 362 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 363 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 364 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 368 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 373 號民事判決,0,1,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 377 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 387 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 392 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 395 號民事判決,0,1,1,1,jud100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 396 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 40 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 411 號民事判決,1,0,1,1,jud100,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 73 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 8 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 80 號民事判決,1,0,1,0,jud100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
